hour,day,month,weekday,counter
9,30,3,4,110
9,30,3,5,1
9,30,4,0,145
9,30,4,1,7
9,30,4,6,4
9,30,5,1,24
9,30,5,2,149
9,30,5,3,3
9,30,6,4,59
9,30,6,5,1
9,30,7,0,45
9,30,7,4,6
9,30,7,6,3
9,30,8,0,5
9,30,8,2,85
9,30,8,3,43
9,30,9,3,6
9,30,9,5,14
9,30,9,6,2
9,30,10,0,71
9,30,10,1,70
9,30,10,4,2
9,30,11,1,2
9,30,11,3,136
9,30,11,4,31
9,30,12,3,5
9,30,12,5,2
9,30,12,6,12
9,31,1,0,41
9,31,1,2,99
9,31,1,3,111
9,31,3,0,4
9,31,3,4,25
9,31,3,5,12
9,31,5,2,20
9,31,5,3,112
9,31,5,4,5
9,31,7,0,103
9,31,7,1,52
9,31,8,1,4
9,31,8,3,72
9,31,8,4,27
9,31,10,1,63
9,31,10,2,134
9,31,12,0,42
10,1,1,0,7
10,1,1,1,16
10,1,2,3,61
10,1,2,4,34
10,1,3,3,54
10,1,3,4,25
10,1,4,0,29
10,1,4,5,12
10,1,4,6,71
10,1,5,0,18
10,1,5,1,30
10,1,5,2,11
10,1,6,3,11
10,1,6,5,5
10,1,7,0,42
10,1,7,5,4
10,1,7,6,3
10,1,8,2,57
10,1,8,3,34
10,1,9,5,17
10,1,9,6,77
10,1,10,0,42
10,1,10,1,63
10,1,10,6,18
10,1,11,2,17
10,1,11,3,43
10,1,11,4,54
10,1,12,4,18
10,1,12,5,37
10,1,12,6,12
10,2,1,1,42
10,2,1,2,61
10,2,1,6,8
10,2,2,2,47
10,2,2,4,54
10,2,2,5,4
10,2,3,4,3
10,2,3,5,5
10,2,4,0,22
10,2,4,1,37
10,2,4,6,36
10,2,5,2,69
10,2,5,3,39
10,2,6,5,57
10,2,6,6,62
10,2,7,0,25
10,2,7,1,13
10,2,7,6,2
10,2,8,2,17
10,2,8,3,28
10,2,8,4,5
10,2,9,5,20
10,2,9,6,68
10,2,10,0,32
10,2,10,1,2
10,2,11,3,6
10,2,11,5,14
10,2,12,0,11
10,2,12,3,2
10,2,12,5,2
10,2,12,6,33
10,3,1,0,41
10,3,1,2,57
10,3,1,3,11
10,3,2,3,17
10,3,2,5,119
10,3,2,6,2
10,3,3,4,13
10,3,3,5,3
10,3,4,1,8
10,3,4,2,16
10,3,5,2,5
10,3,5,3,33
10,3,5,4,7
10,3,6,0,22
10,3,6,5,8
10,3,6,6,53
10,3,7,0,46
10,3,7,1,41
10,3,7,2,21
10,3,8,3,32
10,3,8,4,38
10,3,8,5,14
10,3,9,0,30
10,3,9,6,14
10,3,10,1,10
10,3,10,3,1
10,3,10,6,9
10,3,11,5,8
10,3,11,6,12
10,3,12,0,43
10,3,12,1,15
10,4,1,3,8
10,4,1,4,2
10,4,2,0,2
10,4,2,6,114
10,4,3,0,1
10,4,3,5,43
10,4,3,6,88
10,4,4,1,48
10,4,4,2,64
10,4,4,3,5
10,4,5,3,19
10,4,5,4,92
10,4,6,0,151
10,4,6,6,14
10,4,7,1,32
10,4,7,2,3
10,4,8,2,2
10,4,8,5,10
10,4,9,0,7
10,4,9,1,156
10,4,9,2,1
10,4,10,2,89
10,4,10,3,102
10,4,11,0,4
10,4,11,5,28
10,4,11,6,80
10,4,12,0,42
10,4,12,1,78
10,4,12,2,1
10,5,1,2,37
10,5,1,4,125
10,5,1,5,2
10,5,2,0,90
10,5,2,1,2
10,5,2,5,44
10,5,3,0,35
10,5,3,1,5
10,5,3,6,49
10,5,4,0,2
10,5,4,2,34
10,5,4,3,97
10,5,5,4,35
10,5,6,0,3
10,5,6,1,1
10,5,6,2,2
10,5,7,0,3
10,5,7,3,102
10,5,7,4,4
10,5,8,0,1
10,5,8,5,38
10,5,8,6,74
10,5,9,1,53
10,5,9,2,86
10,5,9,3,2
10,5,10,1,4
10,5,10,3,28
10,5,10,4,138
10,5,11,0,135
10,5,11,4,4
10,5,11,6,67
10,5,12,1,39
10,5,12,6,8
10,6,1,2,2
10,6,1,3,61
10,6,1,5,97
10,6,2,1,8
10,6,2,5,5
10,6,2,6,56
10,6,3,1,2
10,6,3,2,6
10,6,3,5,2
10,6,4,4,107
10,6,5,0,7
10,6,5,5,60
10,6,5,6,107
10,6,6,1,44
10,6,6,2,76
10,6,6,3,1
10,6,7,3,82
10,6,7,4,146
10,6,7,5,1
10,6,8,0,44
10,6,8,4,4
10,6,8,6,72
10,6,9,0,4
10,6,9,2,14
10,6,10,2,6
10,6,10,5,15
10,6,10,6,1
10,6,11,1,37
10,6,11,2,3
10,6,11,5,4
10,6,12,2,52
10,6,12,3,42
10,6,12,4,1
10,7,1,3,2
10,7,1,6,3
10,7,2,0,3
10,7,2,2,20
10,7,2,6,3
10,7,3,2,25
10,7,4,4,3
10,7,4,5,1
10,7,5,0,25
10,7,5,6,61
10,7,6,0,6
10,7,6,2,32
10,7,6,3,67
10,7,7,2,3
10,7,7,4,39
10,7,7,5,5
10,7,8,1,15
10,7,8,5,2
10,7,9,1,4
10,7,9,4,20
10,7,10,5,60
10,7,10,6,35
10,7,11,1,98
10,7,11,2,42
10,7,11,3,3
10,7,12,1,8
10,7,12,3,47
10,7,12,4,37
10,8,1,0,24
10,8,1,5,29
10,8,2,0,4
10,8,2,1,67
10,8,2,3,21
10,8,3,0,10
10,8,3,2,30
10,8,3,3,21
10,8,4,3,2
10,8,4,5,24
10,8,5,5,4
10,8,6,4,20
10,8,7,5,28
10,8,7,6,23
10,8,8,1,65
10,8,8,2,22
10,8,9,2,5
10,8,9,4,55
10,8,9,5,20
10,8,10,0,23
10,8,10,4,4
10,8,10,6,38
10,8,11,0,2
10,8,11,2,34
10,8,12,2,4
10,8,12,5,2
10,9,1,1,4
10,9,1,5,16
10,9,1,6,47
10,9,2,1,4
10,9,2,2,6
10,9,2,4,1
10,9,3,1,6
10,9,3,3,3
10,9,3,4,1
10,9,4,0,37
10,9,4,6,3
10,9,5,1,46
10,9,5,2,31
10,9,5,6,2
10,9,6,2,4
10,9,6,4,112
10,9,6,5,50
10,9,7,0,29
10,9,7,4,2
10,9,7,6,85
10,9,8,0,9
10,9,8,2,61
10,9,8,3,3
10,9,9,3,6
10,9,9,5,2
10,9,9,6,3
10,9,10,0,15
10,9,10,1,29
10,9,10,5,2
10,9,11,3,82
10,9,11,4,18
10,9,12,5,48
10,9,12,6,28
10,10,1,0,3
10,10,1,2,48
10,10,1,6,8
10,10,2,3,49
10,10,2,5,64
10,10,3,4,79
10,10,3,5,42
10,10,4,0,81
10,10,4,1,63
10,10,4,5,4
10,10,5,0,1
10,10,5,2,34
10,10,5,3,81
10,10,6,3,2
10,10,6,5,61
10,10,6,6,3
10,10,7,0,3
10,10,7,1,10
10,10,7,5,4
10,10,8,3,11
10,10,8,4,58
10,10,9,0,76
10,10,9,6,58
10,10,10,1,88
10,10,10,2,53
10,10,11,2,14
10,10,11,4,95
10,10,11,5,59
10,10,12,0,59
10,10,12,4,8
10,10,12,6,145
10,11,1,1,53
10,11,1,3,60
10,11,2,3,2
10,11,2,4,89
10,11,2,6,89
10,11,3,3,2
10,11,3,5,29
10,11,3,6,7
10,11,4,1,3
10,11,4,2,3
10,11,4,6,4
10,11,5,1,2
10,11,5,3,8
10,11,5,4,63
10,11,6,0,68
10,11,6,6,63
10,11,7,1,63
10,11,7,2,65
10,11,8,2,2
10,11,8,4,47
10,11,8,5,48
10,11,9,0,149
10,11,9,1,53
10,11,9,5,3
10,11,10,0,3
10,11,10,2,28
10,11,10,3,1
10,11,11,5,4
10,11,11,6,3
10,11,12,0,17
10,11,12,1,59
10,11,12,5,4
10,12,1,0,2
10,12,1,1,4
10,12,1,2,90
10,12,1,4,2
10,12,2,0,4
10,12,2,5,8
10,12,3,0,35
10,12,3,4,2
10,12,3,6,17
10,12,4,2,109
10,12,4,3,32
10,12,5,4,59
10,12,5,5,29
10,12,6,0,109
10,12,6,1,34
10,12,6,5,2
10,12,7,0,12
10,12,7,2,60
10,12,7,3,40
10,12,8,3,6
10,12,8,5,46
10,12,8,6,1
10,12,9,1,3
10,12,9,2,3
10,12,9,6,2
10,12,10,1,7
10,12,10,3,24
10,12,10,4,29
10,12,11,0,29
10,12,11,6,99
10,12,12,1,194
10,12,12,2,47
10,13,1,3,2
10,13,1,6,6
10,13,2,1,20
10,13,2,2,9
10,13,3,1,25
10,13,3,2,19
10,13,4,3,49
10,13,4,4,25
10,13,5,0,3
10,13,5,3,6
10,13,5,6,14
10,13,6,1,66
10,13,6,2,19
10,13,6,6,2
10,13,7,3,61
10,13,7,4,52
10,13,8,0,26
10,13,8,6,4
10,13,9,0,7
10,13,9,2,53
10,13,9,3,27
10,13,10,2,9
10,13,10,4,88
10,13,10,5,2
10,13,11,0,187
10,13,11,1,66
10,13,12,0,2
10,13,12,2,189
10,13,12,3,52
10,14,1,0,47
10,14,1,3,6
10,14,1,4,9
10,14,2,0,15
10,14,2,2,58
10,14,2,3,25
10,14,3,2,71
10,14,3,3,16
10,14,4,4,25
10,14,4,5,6
10,14,5,0,173
10,14,5,1,3
10,14,6,0,10
10,14,6,2,35
10,14,6,3,39
10,14,6,4,6
10,14,7,2,4
10,14,7,4,19
10,14,8,0,68
10,14,8,1,29
10,14,8,5,2
10,14,9,1,6
10,14,9,3,84
10,14,9,4,40
10,14,10,3,2
10,14,10,5,17
10,14,10,6,6
10,14,11,1,85
10,14,11,2,89
10,14,12,1,9
10,14,12,3,89
10,14,12,4,17
10,15,1,0,6
10,15,1,1,54
10,15,2,1,8
10,15,2,3,42
10,15,2,4,12
10,15,3,2,9
10,15,3,3,39
10,15,3,4,3
10,15,4,0,8
10,15,4,5,5
10,15,4,6,6
10,15,5,0,42
10,15,5,1,174
10,15,5,2,3
10,15,6,1,2
10,15,6,3,50
10,15,6,4,17
10,15,7,3,2
10,15,7,6,6
10,15,8,1,50
10,15,8,2,28
10,15,8,6,2
10,15,9,2,3
10,15,9,4,78
10,15,9,5,3
10,15,10,0,80
10,15,10,4,6
10,15,10,6,6
10,15,11,2,122
10,15,11,3,102
10,15,12,2,7
10,15,12,4,64
10,15,12,5,4
10,16,1,1,42
10,16,1,2,56
10,16,2,2,12
10,16,2,4,31
10,16,3,3,9
10,16,3,4,34
10,16,4,0,98
10,16,4,1,1
10,16,4,6,8
10,16,5,1,35
10,16,5,2,123
10,16,6,2,2
10,16,6,4,51
10,16,6,5,4
10,16,7,0,41
10,16,7,6,2
10,16,8,0,4
10,16,8,2,73
10,16,8,3,28
10,16,9,3,2
10,16,9,5,2
10,16,9,6,4
10,16,10,0,44
10,16,10,1,91
10,16,11,1,4
10,16,11,3,119
10,16,11,4,77
10,16,12,2,4
10,16,12,3,6
10,16,12,5,3
10,16,12,6,6
10,17,1,0,39
10,17,1,2,33
10,17,1,3,66
10,17,2,3,26
10,17,3,4,12
10,17,4,0,32
10,17,4,1,126
10,17,4,2,3
10,17,5,2,15
10,17,5,3,60
10,17,5,4,5
10,17,6,0,6
10,17,6,5,4
10,17,7,0,43
10,17,7,1,37
10,17,8,1,13
10,17,8,3,26
10,17,8,4,8
10,17,9,0,35
10,17,9,4,4
10,17,10,1,84
10,17,10,2,97
10,17,11,2,12
10,17,11,4,81
10,17,11,5,10
10,17,12,0,37
10,17,12,4,9
10,17,12,6,23
10,18,1,0,2
10,18,1,1,17
10,18,1,3,58
10,18,1,4,47
10,18,2,0,1
10,18,2,4,9
10,18,2,6,3
10,18,3,0,6
10,18,3,6,3
10,18,4,1,55
10,18,4,2,72
10,18,4,3,2
10,18,5,1,1
10,18,5,3,42
10,18,5,4,86
10,18,6,0,53
10,18,6,1,6
10,18,6,4,4
10,18,6,6,4
10,18,7,1,33
10,18,7,2,49
10,18,8,2,5
10,18,8,4,46
10,18,9,0,82
10,18,9,1,52
10,18,10,0,5
10,18,10,2,31
10,18,10,3,123
10,18,11,3,6
10,18,11,5,19
10,18,11,6,12
10,18,12,0,37
10,18,12,1,13
10,19,1,2,12
10,19,1,4,16
10,19,1,5,11
10,19,2,0,8
10,19,2,1,16
10,19,3,0,38
10,19,3,1,13
10,19,3,6,3
10,19,4,0,1
10,19,4,2,33
10,19,4,3,78
10,19,5,4,38
10,19,6,0,37
10,19,6,1,53
10,19,6,2,1
10,19,7,2,37
10,19,7,3,34
10,19,8,3,6
10,19,8,6,1
10,19,9,1,78
10,19,9,2,39
10,19,10,1,6
10,19,10,3,57
10,19,10,4,106
10,19,11,0,171
10,19,11,3,4
10,19,11,4,4
10,19,11,6,10
10,19,12,1,47
10,19,12,2,56
10,20,1,2,2
10,20,1,3,7
10,20,1,5,27
10,20,1,6,7
10,20,2,1,52
10,20,2,2,5
10,20,2,6,11
10,20,3,0,6
10,20,3,1,49
10,20,3,2,10
10,20,4,3,42
10,20,4,4,137
10,20,4,5,1
10,20,5,0,3
10,20,5,3,2
10,20,6,1,40
10,20,6,2,54
10,20,6,3,4
10,20,7,1,4
10,20,7,3,56
10,20,7,4,35
10,20,8,0,22
10,20,8,4,2
10,20,8,6,12
10,20,9,0,2
10,20,9,2,60
10,20,9,3,37
10,20,10,2,6
10,20,10,4,49
10,20,10,5,14
10,20,11,0,36
10,20,11,1,229
10,20,12,0,4
10,20,12,2,71
10,20,12,3,47
10,21,1,0,14
10,21,1,4,5
10,21,1,6,5
10,21,2,0,7
10,21,2,2,53
10,21,2,3,9
10,21,3,1,22
10,21,3,2,48
10,21,3,3,17
10,21,4,2,2
10,21,4,4,9
10,21,4,5,9
10,21,5,0,118
10,21,5,4,4
10,21,6,0,4
10,21,6,2,59
10,21,6,3,62
10,21,6,4,1
10,21,7,4,25
10,21,7,5,1
10,21,8,0,50
10,21,8,1,18
10,21,9,3,56
10,21,9,4,44
10,21,10,3,4
10,21,10,6,10
10,21,11,1,26
10,21,11,2,198
10,21,12,1,9
10,21,12,3,92
10,21,12,4,49
10,22,1,0,32
10,22,1,1,40
10,22,2,1,12
10,22,2,3,24
10,22,2,4,8
10,22,3,2,12
10,22,3,3,29
10,22,3,4,9
10,22,4,0,7
10,22,4,6,18
10,22,5,0,33
10,22,5,1,101
10,22,5,2,2
10,22,6,3,51
10,22,6,4,36
10,22,7,3,12
10,22,7,6,2
10,22,8,1,72
10,22,8,2,28
10,22,9,2,7
10,22,9,4,59
10,22,10,0,146
10,22,10,4,18
10,22,10,6,9
10,22,11,0,2
10,22,11,2,18
10,22,11,3,15
10,22,12,4,16
10,22,12,5,6
10,23,1,1,39
10,23,1,2,35
10,23,1,6,7
10,23,2,2,42
10,23,2,4,37
10,23,3,3,17
10,23,3,4,143
10,23,4,0,144
10,23,4,1,8
10,23,5,1,35
10,23,5,2,189
10,23,5,3,2
10,23,6,2,2
10,23,6,4,61
10,23,7,0,28
10,23,7,4,8
10,23,7,6,2
10,23,8,0,4
10,23,8,2,88
10,23,8,3,21
10,23,9,3,8
10,23,9,6,4
10,23,10,0,92
10,23,10,1,161
10,23,11,3,6
10,23,11,4,17
10,23,12,3,4
10,23,12,6,6
10,24,1,0,15
10,24,1,2,29
10,24,1,3,44
10,24,2,3,55
10,24,2,6,2
10,24,3,4,10
10,24,4,0,34
10,24,4,1,247
10,24,4,2,1
10,24,5,0,2
10,24,5,2,34
10,24,5,3,133
10,24,5,4,2
10,24,6,0,1
10,24,6,3,3
10,24,7,0,38
10,24,7,1,30
10,24,8,1,12
10,24,8,3,76
10,24,8,4,26
10,24,9,0,26
10,24,9,6,24
10,24,10,1,100
10,24,10,2,178
10,24,11,5,14
10,24,12,0,9
10,25,1,1,19
10,25,1,3,20
10,25,1,4,51
10,25,2,0,21
10,25,2,4,7
10,25,2,6,11
10,25,3,0,16
10,25,3,6,57
10,25,4,1,47
10,25,4,2,107
10,25,4,3,1
10,25,5,1,8
10,25,5,3,71
10,25,5,4,64
10,25,6,0,21
10,25,6,1,8
10,25,6,4,2
10,25,7,1,28
10,25,7,2,12
10,25,8,2,6
10,25,8,4,75
10,25,8,5,1
10,25,9,0,93
10,25,9,1,55
10,25,10,0,6
10,25,10,2,129
10,25,10,3,158
10,25,11,6,22
10,25,12,1,8
10,26,1,2,17
10,26,1,4,85
10,26,1,5,8
10,26,2,0,66
10,26,2,1,24
10,26,3,0,22
10,26,3,1,3
10,26,3,6,3
10,26,4,2,59
10,26,4,3,134
10,26,5,2,2
10,26,5,4,26
10,26,5,5,1
10,26,6,0,85
10,26,6,1,49
10,26,7,0,12
10,26,7,2,44
10,26,7,3,33
10,26,8,3,2
10,26,8,5,5
10,26,8,6,1
10,26,9,1,81
10,26,9,2,64
10,26,10,1,4
10,26,10,3,78
10,26,10,4,155
10,26,11,0,171
10,26,11,3,2
10,26,11,6,8
10,26,12,1,5
10,26,12,2,31
10,27,1,3,24
10,27,1,5,3
10,27,1,6,9
10,27,2,1,41
10,27,2,2,32
10,27,3,0,6
10,27,3,1,50
10,27,3,2,8
10,27,4,3,52
10,27,4,4,77
10,27,5,0,5
10,27,5,3,6
10,27,5,6,6
10,27,6,1,51
10,27,6,2,12
10,27,6,3,3
10,27,7,1,4
10,27,7,3,81
10,27,7,4,17
10,27,8,0,30
10,27,8,4,18
10,27,8,6,4
10,27,9,0,2
10,27,9,2,137
10,27,9,3,79
10,27,10,2,2
10,27,10,4,90
10,27,10,5,21
10,27,11,0,113
10,27,11,1,213
10,27,12,2,9
10,27,12,3,36
10,28,1,0,55
10,28,1,4,8
10,28,2,0,27
10,28,2,2,34
10,28,2,3,6
10,28,3,1,11
10,28,3,2,25
10,28,3,3,2
10,28,4,4,18
10,28,4,5,11
10,28,5,0,2
10,28,5,1,2
10,28,5,4,2
10,28,6,2,86
10,28,6,3,21
10,28,7,2,5
10,28,7,4,46
10,28,7,5,1
10,28,8,0,107
10,28,8,1,28
10,28,9,1,6
10,28,9,3,112
10,28,9,4,36
10,28,10,3,5
10,28,10,5,3
10,28,10,6,15
10,28,11,1,147
10,28,11,2,33
10,28,12,1,6
10,28,12,3,24
10,28,12,4,25
10,29,1,0,47
10,29,1,1,50
10,29,1,5,2
10,29,2,1,9
10,29,3,2,17
10,29,3,3,64
10,29,3,4,2
10,29,4,0,4
10,29,4,6,67
10,29,5,0,2
10,29,5,1,83
10,29,5,2,4
10,29,6,3,75
10,29,6,4,22
10,29,7,3,4
10,29,7,6,1
10,29,8,1,109
10,29,8,2,29
10,29,9,2,6
10,29,9,4,124
10,29,10,0,158
10,29,10,6,3
10,29,11,0,12
10,29,11,2,161
10,29,11,3,45
10,29,12,2,4
10,29,12,4,12
10,29,12,5,9
10,30,1,1,30
10,30,1,2,125
10,30,3,3,13
10,30,3,4,54
10,30,4,0,157
10,30,4,1,3
10,30,4,4,2
10,30,5,1,41
10,30,5,2,104
10,30,5,3,7
10,30,6,4,28
10,30,6,5,2
10,30,7,0,42
10,30,7,4,4
10,30,8,2,59
10,30,8,3,29
10,30,9,3,2
10,30,9,5,17
10,30,9,6,2
10,30,10,0,56
10,30,10,1,70
10,30,11,1,2
10,30,11,3,139
10,30,11,4,37
10,30,12,6,6
10,31,1,0,8
10,31,1,2,30
10,31,1,3,81
10,31,3,4,5
10,31,3,5,3
10,31,5,2,35
10,31,5,3,134
10,31,7,0,91
10,31,7,1,41
10,31,8,1,5
10,31,8,3,70
10,31,8,4,20
10,31,10,1,69
10,31,10,2,80
10,31,12,0,59
11,1,1,0,8
11,1,1,1,9
11,1,1,5,3
11,1,2,3,22
11,1,2,4,44
11,1,3,2,2
11,1,3,3,25
11,1,3,4,60
11,1,4,0,105
11,1,4,5,17
11,1,4,6,23
11,1,5,0,2
11,1,5,1,74
11,1,5,2,9
11,1,6,4,6
11,1,6,5,5
11,1,7,0,51
11,1,7,5,2
11,1,7,6,14
11,1,8,2,20
11,1,8,3,84
11,1,9,5,8
11,1,9,6,60
11,1,10,0,16
11,1,10,1,53
11,1,10,6,25
11,1,11,2,6
11,1,11,3,32
11,1,11,4,77
11,1,12,4,18
11,1,12,5,108
11,1,12,6,9
11,2,1,1,9
11,2,1,2,92
11,2,1,6,4
11,2,2,4,9
11,2,2,5,5
11,2,3,4,2
11,2,3,5,7
11,2,4,0,13
11,2,4,1,51
11,2,5,2,11
11,2,5,3,59
11,2,6,4,3
11,2,6,5,68
11,2,6,6,65
11,2,7,0,68
11,2,7,1,26
11,2,7,6,3
11,2,8,2,7
11,2,8,3,3
11,2,8,4,17
11,2,9,0,1
11,2,9,5,16
11,2,9,6,9
11,2,10,0,9
11,2,10,2,3
11,2,11,4,17
11,2,11,5,19
11,2,12,0,24
11,2,12,3,2
11,2,12,5,1
11,2,12,6,11
11,3,1,0,28
11,3,1,2,8
11,3,1,3,11
11,3,2,3,2
11,3,2,5,31
11,3,2,6,1
11,3,3,4,9
11,3,3,5,9
11,3,4,1,6
11,3,4,2,15
11,3,5,2,2
11,3,5,3,15
11,3,5,4,9
11,3,6,0,16
11,3,6,5,2
11,3,6,6,23
11,3,7,0,23
11,3,7,1,42
11,3,7,2,16
11,3,8,4,28
11,3,8,5,22
11,3,9,0,24
11,3,9,1,1
11,3,9,6,3
11,3,10,1,7
11,3,11,6,14
11,3,12,0,24
11,3,12,1,8
11,4,1,3,3
11,4,1,4,5
11,4,2,0,9
11,4,2,6,64
11,4,3,0,2
11,4,3,5,16
11,4,3,6,34
11,4,4,1,17
11,4,4,2,54
11,4,4,3,5
11,4,5,3,38
11,4,5,4,62
11,4,5,5,3
11,4,6,0,33
11,4,6,6,4
11,4,7,1,2
11,4,7,2,13
11,4,8,5,18
11,4,8,6,7
11,4,9,0,5
11,4,9,1,89
11,4,9,2,2
11,4,9,5,3
11,4,10,2,46
11,4,10,3,56
11,4,10,4,3
11,4,11,0,4
11,4,11,5,11
11,4,11,6,74
11,4,12,0,18
11,4,12,1,69
11,4,12,2,2
11,5,1,2,30
11,5,1,4,74
11,5,2,0,39
11,5,2,1,5
11,5,2,5,36
11,5,3,0,46
11,5,3,1,3
11,5,3,6,20
11,5,4,2,18
11,5,4,3,61
11,5,5,2,2
11,5,5,4,19
11,5,5,5,3
11,5,6,1,34
11,5,6,2,5
11,5,7,2,8
11,5,7,3,67
11,5,7,4,4
11,5,8,0,9
11,5,8,5,27
11,5,8,6,89
11,5,9,1,4
11,5,9,2,83
11,5,9,3,1
11,5,10,1,6
11,5,10,3,22
11,5,10,4,111
11,5,10,5,4
11,5,11,0,65
11,5,11,4,2
11,5,11,6,33
11,5,12,1,26
11,5,12,2,16
11,5,12,6,4
11,6,1,2,2
11,6,1,3,39
11,6,1,5,70
11,6,2,6,26
11,6,3,1,6
11,6,3,2,2
11,6,4,4,93
11,6,4,5,5
11,6,5,0,4
11,6,5,5,38
11,6,5,6,150
11,6,6,1,33
11,6,6,2,100
11,6,6,3,3
11,6,7,3,91
11,6,7,4,119
11,6,7,5,5
11,6,8,0,57
11,6,8,6,21
11,6,9,0,2
11,6,9,2,46
11,6,10,2,2
11,6,10,4,2
11,6,10,5,8
11,6,10,6,1
11,6,11,0,3
11,6,11,1,32
11,6,11,2,1
11,6,12,2,32
11,6,12,3,42
11,6,12,4,5
11,7,1,3,6
11,7,1,6,4
11,7,2,2,29
11,7,3,1,6
11,7,3,2,21
11,7,3,3,3
11,7,4,4,3
11,7,4,5,5
11,7,5,0,18
11,7,5,4,2
11,7,5,6,49
11,7,6,2,76
11,7,6,3,22
11,7,7,2,5
11,7,7,4,68
11,7,8,1,2
11,7,9,1,1
11,7,9,3,3
11,7,9,4,44
11,7,10,0,3
11,7,10,5,54
11,7,10,6,40
11,7,11,1,57
11,7,11,2,43
11,7,11,3,3
11,7,12,3,54
11,7,12,4,35
11,8,1,0,35
11,8,1,5,55
11,8,2,0,4
11,8,2,1,48
11,8,2,3,34
11,8,3,0,6
11,8,3,2,23
11,8,3,3,34
11,8,4,3,6
11,8,4,5,25
11,8,5,1,3
11,8,6,3,2
11,8,6,4,34
11,8,7,5,35
11,8,7,6,34
11,8,8,1,31
11,8,8,2,23
11,8,9,4,26
11,8,9,5,26
11,8,10,0,33
11,8,10,4,2
11,8,10,6,19
11,8,11,2,18
11,9,1,1,1
11,9,1,4,1
11,9,1,5,4
11,9,1,6,21
11,9,2,1,2
11,9,2,4,1
11,9,3,1,2
11,9,3,4,4
11,9,4,0,41
11,9,4,6,14
11,9,5,1,46
11,9,5,2,33
11,9,6,4,43
11,9,6,5,22
11,9,7,0,32
11,9,7,4,6
11,9,7,6,24
11,9,8,2,40
11,9,8,3,4
11,9,9,3,3
11,9,10,0,14
11,9,10,1,48
11,9,10,5,4
11,9,11,3,49
11,9,11,4,21
11,9,12,5,33
11,9,12,6,41
11,10,1,0,7
11,10,1,2,62
11,10,1,6,4
11,10,2,3,32
11,10,2,5,69
11,10,3,4,27
11,10,3,5,56
11,10,4,0,49
11,10,4,1,48
11,10,4,5,4
11,10,5,0,3
11,10,5,2,46
11,10,5,3,63
11,10,6,5,30
11,10,6,6,4
11,10,7,0,5
11,10,7,1,3
11,10,7,5,6
11,10,8,1,4
11,10,8,4,52
11,10,9,0,75
11,10,9,6,60
11,10,10,1,58
11,10,10,2,65
11,10,11,2,6
11,10,11,4,58
11,10,11,5,66
11,10,12,0,90
11,10,12,6,155
11,11,1,0,4
11,11,1,1,21
11,11,1,3,68
11,11,2,2,2
11,11,2,3,2
11,11,2,4,24
11,11,2,6,75
11,11,3,5,4
11,11,3,6,5
11,11,4,2,3
11,11,5,1,4
11,11,5,3,17
11,11,5,4,109
11,11,6,0,84
11,11,6,6,20
11,11,7,1,26
11,11,7,2,53
11,11,8,4,32
11,11,8,5,71
11,11,9,0,22
11,11,9,1,68
11,11,10,2,5
11,11,10,3,2
11,11,11,6,4
11,11,12,0,37
11,11,12,1,123
11,12,1,1,2
11,12,1,2,25
11,12,1,4,11
11,12,2,0,12
11,12,2,4,2
11,12,2,5,2
11,12,3,0,24
11,12,3,3,8
11,12,3,4,2
11,12,3,6,9
11,12,4,2,32
11,12,4,3,26
11,12,5,2,2
11,12,5,4,50
11,12,5,5,36
11,12,6,0,69
11,12,6,1,35
11,12,6,5,6
11,12,7,2,33
11,12,7,3,40
11,12,8,5,76
11,12,8,6,3
11,12,9,1,3
11,12,9,2,3
11,12,9,6,6
11,12,10,3,2
11,12,10,4,32
11,12,11,0,32
11,12,11,6,71
11,12,12,1,87
11,12,12,2,43
11,13,1,2,2
11,13,1,3,4
11,13,1,5,3
11,13,1,6,8
11,13,2,1,3
11,13,2,2,13
11,13,3,0,2
11,13,3,1,33
11,13,3,2,10
11,13,4,3,31
11,13,4,4,15
11,13,5,0,3
11,13,5,3,10
11,13,5,6,6
11,13,6,1,29
11,13,6,2,10
11,13,6,3,5
11,13,6,6,4
11,13,7,3,52
11,13,7,4,39
11,13,8,0,32
11,13,8,4,1
11,13,9,0,8
11,13,9,2,37
11,13,9,3,40
11,13,10,2,10
11,13,10,4,17
11,13,10,5,4
11,13,11,0,30
11,13,11,1,78
11,13,12,2,100
11,13,12,3,41
11,14,1,0,93
11,14,2,2,23
11,14,2,3,36
11,14,3,1,2
11,14,3,2,38
11,14,3,3,8
11,14,4,4,27
11,14,4,5,8
11,14,5,0,93
11,14,6,2,48
11,14,6,3,27
11,14,6,4,3
11,14,7,4,52
11,14,8,0,36
11,14,8,1,33
11,14,9,1,4
11,14,9,3,79
11,14,9,4,49
11,14,10,5,3
11,14,10,6,6
11,14,11,1,79
11,14,11,2,87
11,14,12,1,5
11,14,12,3,28
11,14,12,4,42
11,15,1,0,13
11,15,1,1,62
11,15,2,1,2
11,15,2,3,35
11,15,2,4,9
11,15,3,2,14
11,15,3,3,21
11,15,3,4,10
11,15,4,0,5
11,15,4,6,19
11,15,5,0,14
11,15,5,1,92
11,15,5,2,3
11,15,6,1,2
11,15,6,3,38
11,15,6,4,20
11,15,8,1,37
11,15,8,2,22
11,15,8,6,2
11,15,9,2,7
